season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week,rule_type,p_min,p_max,min_ok,max_ok
10,3,Buzz Aldrin,0.064,10,1,S3-27_percent,0.0,0.13589999999999997,1,1
10,4,Evan Lysacek,0.14,1,0,S3-27_percent,0.0,0.997,1,1
10,4,Nicole Scherzinger,0.135,2,0,S3-27_percent,0.0,0.997,1,1
10,4,Pamela Anderson,0.127,3,0,S3-27_percent,0.0,0.997,1,1
10,4,Chad Ochocinco,0.119,4,0,S3-27_percent,0.0,0.997,1,1
10,4,Erin Andrews,0.105,5,0,S3-27_percent,0.0,0.997,1,1
10,4,Jake Pavelka,0.102,6,0,S3-27_percent,0.0,0.997,1,1
10,4,Niecy Nash,0.097,7,0,S3-27_percent,0.0,0.997,1,1
10,4,Aiden Turner,0.089,8,1,S3-27_percent,0.0,0.13322222222222221,1,1
10,4,Kate Gosselin,0.086,9,0,S3-27_percent,0.0030000000000000027,1.0,1,1
10,5,Nicole Scherzinger,0.168,1,0,S3-27_percent,0.0,1.0,1,1
10,5,Evan Lysacek,0.156,2,0,S3-27_percent,0.0,1.0,1,1
10,5,Jake Pavelka,0.133,3,0,S3-27_percent,0.0,1.0,1,1
10,5,Erin Andrews,0.127,4,0,S3-27_percent,0.0,1.0,1,1
10,5,Pamela Anderson,0.121,5,0,S3-27_percent,0.0,1.0,1,1
10,5,Chad Ochocinco,0.104,6,0,S3-27_percent,0.0,1.0,1,1
10,5,Niecy Nash,0.104,6,0,S3-27_percent,0.0,1.0,1,1
10,5,Kate Gosselin,0.087,8,1,S3-27_percent,0.0,0.16299999999999998,1,1
10,6,Nicole Scherzinger,0.172,1,0,S3-27_percent,0.0,1.0,1,1
10,6,Erin Andrews,0.163,2,0,S3-27_percent,0.0,1.0,1,1
10,6,Chad Ochocinco,0.148,3,0,S3-27_percent,0.0,1.0,1,1
10,6,Pamela Anderson,0.144,4,0,S3-27_percent,0.0,1.0,1,1
10,6,Evan Lysacek,0.129,5,0,S3-27_percent,0.0,1.0,1,1
10,6,Niecy Nash,0.124,6,0,S3-27_percent,0.0,1.0,1,1
10,6,Jake Pavelka,0.12,7,1,S3-27_percent,0.0,0.1657142857142857,1,1
10,7,Evan Lysacek,0.174,1,0,S3-27_percent,0.0,0.994,1,1
10,7,Nicole Scherzinger,0.174,1,0,S3-27_percent,0.0,0.994,1,1
10,7,Chad Ochocinco,0.167,3,0,S3-27_percent,0.0,0.994,1,1
10,7,Erin Andrews,0.164,4,0,S3-27_percent,-0.0,0.994,1,1
10,7,Pamela Anderson,0.164,4,1,S3-27_percent,0.0,0.16949999999999998,1,1
10,7,Niecy Nash,0.158,6,0,S3-27_percent,0.006000000000000005,1.0,1,1
10,8,Nicole Scherzinger,0.233,1,0,S3-27_percent,0.0,1.0,1,1
10,8,Erin Andrews,0.209,2,0,S3-27_percent,0.0,1.0,1,1
10,8,Evan Lysacek,0.209,2,0,S3-27_percent,0.0,1.0,1,1
10,8,Chad Ochocinco,0.178,4,0,S3-27_percent,0.0,1.0,1,1
10,8,Niecy Nash,0.17,5,1,S3-27_percent,0.0,0.22979999999999995,1,1
10,9,Evan Lysacek,0.261,1,0,S3-27_percent,0.0,1.0,1,1
10,9,Nicole Scherzinger,0.261,1,0,S3-27_percent,0.0,1.0,1,1
10,9,Erin Andrews,0.248,3,0,S3-27_percent,0.0,1.0,1,1
10,9,Chad Ochocinco,0.23,4,1,S3-27_percent,0.0,0.26999999999999996,1,1
10,10,Nicole Scherzinger,0.348,1,0,S3-27_percent,0.0,1.0,1,1
10,10,Erin Andrews,0.327,2,0,S3-27_percent,0.0,1.0,1,1
10,10,Evan Lysacek,0.325,3,0,S3-27_percent,0.0,1.0,1,1
11,1,Jennifer Grey,0.106,1,0,S3-27_percent,0.0,1.0,1,1
11,1,Brandy,0.101,2,0,S3-27_percent,0.0,1.0,1,1
11,1,Kyle Massey,0.101,2,0,S3-27_percent,0.0,1.0,1,1
11,1,Rick Fox,0.097,4,0,S3-27_percent,0.0,1.0,1,1
11,1,Audrina Patridge,0.084,5,0,S3-27_percent,0.0,1.0,1,1
11,1,Kurt Warner,0.084,5,0,S3-27_percent,0.0,1.0,1,1
11,1,Bristol Palin,0.079,7,0,S3-27_percent,0.0,1.0,1,1
11,1,Florence Henderson,0.079,7,0,S3-27_percent,0.0,1.0,1,1
11,1,Michael Bolton,0.07,9,0,S3-27_percent,0.0,1.0,1,1
11,1,David Hasselhoff,0.066,10,1,S3-27_percent,0.0,0.1005833333333333,1,1
11,1,Margaret Cho,0.066,10,0,S3-27_percent,-0.0,1.0,1,1
11,1,The Situation,0.066,10,0,S3-27_percent,0.0,1.0,1,1
11,2,Jennifer Grey,0.109,1,0,S3-27_percent,0.0,1.0,1,1
11,2,Audrina Patridge,0.104,2,0,S3-27_percent,0.0,1.0,1,1
11,2,Bristol Palin,0.1,3,0,S3-27_percent,0.0,1.0,1,1
11,2,Kyle Massey,0.1,3,0,S3-27_percent,0.0,1.0,1,1
11,2,Brandy,0.095,5,0,S3-27_percent,0.0,1.0,1,1
11,2,Kurt Warner,0.095,5,0,S3-27_percent,0.0,1.0,1,1
11,2,Rick Fox,0.095,5,0,S3-27_percent,0.0,1.0,1,1
11,2,Florence Henderson,0.086,8,0,S3-27_percent,0.0,1.0,1,1
11,2,Margaret Cho,0.081,9,0,S3-27_percent,0.0,1.0,1,1
11,2,The Situation,0.081,9,0,S3-27_percent,0.0,1.0,1,1
11,2,Michael Bolton,0.054,11,1,S3-27_percent,0.0,0.1278181818181818,1,1
11,3,Audrina Patridge,0.118,1,0,S3-27_percent,0.0,1.0,1,1
11,3,Brandy,0.109,2,0,S3-27_percent,0.0,1.0,1,1
11,3,Jennifer Grey,0.109,2,0,S3-27_percent,0.0,1.0,1,1
11,3,Rick Fox,0.109,2,0,S3-27_percent,0.0,1.0,1,1
11,3,Kurt Warner,0.104,5,0,S3-27_percent,0.0,1.0,1,1
11,3,Kyle Massey,0.104,5,0,S3-27_percent,0.0,1.0,1,1
11,3,Florence Henderson,0.09,7,0,S3-27_percent,0.0,1.0,1,1
11,3,The Situation,0.09,7,0,S3-27_percent,0.0,1.0,1,1
11,3,Bristol Palin,0.086,9,0,S3-27_percent,0.0,1.0,1,1
11,3,Margaret Cho,0.081,10,1,S3-27_percent,0.0,0.11899999999999995,1,1
11,4,Jennifer Grey,0.156,1,0,S3-27_percent,0.0,1.0,1,1
11,4,Brandy,0.134,2,0,S3-27_percent,0.0,1.0,1,1
11,4,Audrina Patridge,0.128,3,0,S3-27_percent,0.0,1.0,1,1
11,4,Kyle Massey,0.112,4,0,S3-27_percent,0.0,1.0,1,1
11,4,Rick Fox,0.109,5,0,S3-27_percent,0.0,1.0,1,1
11,4,Florence Henderson,0.098,6,0,S3-27_percent,0.0,1.0,1,1
11,4,Kurt Warner,0.095,7,0,S3-27_percent,0.0,1.0,1,1
11,4,Bristol Palin,0.089,8,0,S3-27_percent,0.0,1.0,1,1
11,4,The Situation,0.078,9,1,S3-27_percent,0.0,0.1441111111111111,1,1
11,5,Brandy,0.148,1,0,S3-27_percent,0.0,0.979,1,1
11,5,Jennifer Grey,0.137,2,0,S3-27_percent,0.0,0.979,1,1
11,5,Kurt Warner,0.132,3,0,S3-27_percent,0.0,0.979,1,1
11,5,Rick Fox,0.132,3,0,S3-27_percent,0.0,0.979,1,1
11,5,Audrina Patridge,0.126,5,0,S3-27_percent,0.0,0.979,1,1
11,5,Florence Henderson,0.115,6,1,S3-27_percent,0.0,0.13487499999999997,1,1
11,5,Kyle Massey,0.11,7,0,S3-27_percent,0.0050000000000000044,0.984,1,1
11,5,Bristol Palin,0.099,8,0,S3-27_percent,0.016,0.995,1,1
11,6,Brandy,0.174,1,0,S3-27_percent,0.0,0.8959999999999999,1,1
11,6,Audrina Patridge,0.155,2,1,S3-27_percent,0.0,0.13071428571428573,1,1
11,6,Rick Fox,0.145,3,0,S3-27_percent,0.010000000000000009,0.9059999999999999,1,1
11,6,Kyle Massey,0.145,4,0,S3-27_percent,0.010000000000000009,0.9059999999999999,1,1
11,6,Jennifer Grey,0.14,5,0,S3-27_percent,0.014999999999999986,0.9109999999999999,1,1
11,6,Bristol Palin,0.135,6,0,S3-27_percent,0.01999999999999999,0.9159999999999999,1,1
11,6,Kurt Warner,0.106,7,0,S3-27_percent,0.049,0.945,1,1
11,7,Brandy,0.175,1,0,S3-27_percent,0.0,0.987,1,1
11,7,Jennifer Grey,0.175,1,0,S3-27_percent,0.0,0.987,1,1
11,7,Kurt Warner,0.168,3,0,S3-27_percent,0.0,0.987,1,1
11,7,Rick Fox,0.165,4,1,S3-27_percent,0.0,0.16833333333333333,1,1
11,7,Kyle Massey,0.161,5,0,S3-27_percent,0.0040000000000000036,0.991,1,1
11,7,Bristol Palin,0.156,6,0,S3-27_percent,0.009000000000000008,0.996,1,1
11,8,Brandy,0.215,1,0,S3-27_percent,0.0,0.996,1,1
11,8,Jennifer Grey,0.215,1,0,S3-27_percent,0.0,0.996,1,1
11,8,Kyle Massey,0.211,3,0,S3-27_percent,0.0,0.996,1,1
11,8,Kurt Warner,0.181,4,1,S3-27_percent,0.0,0.21880000000000002,1,1
11,8,Bristol Palin,0.177,5,0,S3-27_percent,0.0040000000000000036,1.0,1,1
11,9,Jennifer Grey,0.263,1,0,S3-27_percent,0.0,0.982,1,1
11,9,Kyle Massey,0.254,2,0,S3-27_percent,0.0,0.982,1,1
11,9,Brandy,0.25,3,1,S3-27_percent,0.0,0.24975,1,1
11,9,Bristol Palin,0.232,4,0,S3-27_percent,0.017999999999999988,1.0,1,1
11,10,Jennifer Grey,0.361,1,0,S3-27_percent,0.0,1.0,1,1
11,10,Kyle Massey,0.329,2,0,S3-27_percent,0.0,1.0,1,1
11,10,Bristol Palin,0.309,3,0,S3-27_percent,0.0,1.0,1,1
12,1,Ralph Macchio,0.116,1,0,S3-27_percent,0.0,1.0,1,1
12,1,Kirstie Alley,0.111,2,0,S3-27_percent,0.0,1.0,1,1
12,1,Chelsea Kane,0.101,3,0,S3-27_percent,0.0,1.0,1,1
12,1,Hines Ward,0.101,3,0,S3-27_percent,0.0,1.0,1,1
12,1,Chris Jericho,0.092,5,0,S3-27_percent,0.0,1.0,1,1
12,1,Romeo,0.092,5,0,S3-27_percent,0.0,1.0,1,1
12,1,Kendra Wilkinson,0.087,7,0,S3-27_percent,0.0,1.0,1,1
12,1,Petra Nemcova,0.087,7,0,S3-27_percent,0.0,1.0,1,1
12,1,Sugar Ray Leonard,0.082,9,0,S3-27_percent,0.0,1.0,1,1
12,1,Wendy Williams,0.068,10,0,S3-27_percent,0.0,1.0,1,1
12,1,Mike Catherwood,0.063,11,0,S3-27_percent,0.0,1.0,1,1
12,2,Chris Jericho,0.106,1,0,S3-27_percent,0.0,1.0,1,1
12,2,Hines Ward,0.106,1,0,S3-27_percent,0.0,1.0,1,1
12,2,Romeo,0.106,1,0,S3-27_percent,0.0,1.0,1,1
12,2,Ralph Macchio,0.097,4,0,S3-27_percent,0.0,1.0,1,1
12,2,Kirstie Alley,0.093,5,0,S3-27_percent,0.0,1.0,1,1
12,2,Kendra Wilkinson,0.088,6,0,S3-27_percent,0.0,1.0,1,1
12,2,Chelsea Kane,0.083,7,0,S3-27_percent,0.0,1.0,1,1
12,2,Petra Nemcova,0.083,7,0,S3-27_percent,0.0,1.0,1,1
12,2,Mike Catherwood,0.079,9,1,S3-27_percent,0.0,0.1027272727272727,1,1
12,2,Sugar Ray Leonard,0.079,9,0,S3-27_percent,-0.0,1.0,1,1
12,2,Wendy Williams,0.079,9,0,S3-27_percent,0.0,1.0,1,1
12,3,Hines Ward,0.117,1,0,S3-27_percent,0.0,1.0,1,1
12,3,Petra Nemcova,0.117,1,0,S3-27_percent,0.0,1.0,1,1
12,3,Chelsea Kane,0.107,3,0,S3-27_percent,0.0,1.0,1,1
12,3,Kendra Wilkinson,0.107,3,0,S3-27_percent,0.0,1.0,1,1
12,3,Chris Jericho,0.098,5,0,S3-27_percent,0.0,1.0,1,1
12,3,Kirstie Alley,0.098,5,0,S3-27_percent,0.0,1.0,1,1
12,3,Ralph Macchio,0.098,5,0,S3-27_percent,0.0,1.0,1,1
12,3,Romeo,0.093,8,0,S3-27_percent,0.0,1.0,1,1
12,3,Sugar Ray Leonard,0.093,8,0,S3-27_percent,0.0,1.0,1,1
12,3,Wendy Williams,0.07,10,1,S3-27_percent,0.0,0.12979999999999997,1,1
12,4,Chelsea Kane,0.126,1,0,S3-27_percent,0.0,0.985,1,1
12,4,Hines Ward,0.121,2,0,S3-27_percent,0.0,0.985,1,1
12,4,Ralph Macchio,0.121,2,0,S3-27_percent,0.0,0.985,1,1
12,4,Chris Jericho,0.112,4,0,S3-27_percent,0.0,0.985,1,1
12,4,Petra Nemcova,0.112,4,0,S3-27_percent,0.0,0.985,1,1
12,4,Romeo,0.112,4,0,S3-27_percent,0.0,0.985,1,1
12,4,Kirstie Alley,0.107,7,0,S3-27_percent,0.0,0.985,1,1
12,4,Sugar Ray Leonard,0.102,8,1,S3-27_percent,0.0,0.1202222222222222,1,1
12,4,Kendra Wilkinson,0.087,9,0,S3-27_percent,0.015,1.0,1,1
12,5,Hines Ward,0.139,1,0,S3-27_percent,0.0,1.0,1,1
12,5,Chelsea Kane,0.134,2,0,S3-27_percent,0.0,1.0,1,1
12,5,Chris Jericho,0.134,2,0,S3-27_percent,0.0,1.0,1,1
12,5,Romeo,0.134,2,0,S3-27_percent,0.0,1.0,1,1
12,5,Kirstie Alley,0.119,5,0,S3-27_percent,0.0,1.0,1,1
12,5,Kendra Wilkinson,0.113,6,0,S3-27_percent,0.0,1.0,1,1
12,5,Petra Nemcova,0.113,6,1,S3-27_percent,0.0,0.13687499999999997,1,1
12,5,Ralph Macchio,0.113,6,0,S3-27_percent,-0.0,1.0,1,1
12,6,Chelsea Kane,0.156,1,0,S3-27_percent,0.0,1.0,1,1
12,6,Romeo,0.156,1,0,S3-27_percent,0.0,1.0,1,1
12,6,Hines Ward,0.15,3,0,S3-27_percent,0.0,1.0,1,1
12,6,Kirstie Alley,0.144,4,0,S3-27_percent,0.0,1.0,1,1
12,6,Kendra Wilkinson,0.139,5,0,S3-27_percent,0.0,1.0,1,1
12,6,Ralph Macchio,0.133,6,0,S3-27_percent,0.0,1.0,1,1
12,6,Chris Jericho,0.122,7,1,S3-27_percent,0.0,0.16371428571428573,1,1
12,7,Hines Ward,0.175,1,0,S3-27_percent,0.0,0.994,1,1
12,7,Ralph Macchio,0.175,1,0,S3-27_percent,0.0,0.994,1,1
12,7,Chelsea Kane,0.17,3,0,S3-27_percent,0.0,0.994,1,1
12,7,Kendra Wilkinson,0.162,4,1,S3-27_percent,0.0,0.1713333333333333,1,1
12,7,Kirstie Alley,0.159,5,0,S3-27_percent,0.0030000000000000027,0.997,1,1
12,7,Romeo,0.159,5,0,S3-27_percent,0.0030000000000000027,0.997,1,1
12,8,Chelsea Kane,0.212,1,0,S3-27_percent,0.0,0.977,1,1
12,8,Hines Ward,0.208,2,0,S3-27_percent,0.0,0.977,1,1
12,8,Kirstie Alley,0.204,3,0,S3-27_percent,0.0,0.977,1,1
12,8,Romeo,0.2,4,1,S3-27_percent,0.0,0.2002,1,1
12,8,Ralph Macchio,0.177,5,0,S3-27_percent,0.02300000000000002,1.0,1,1
12,9,Chelsea Kane,0.311,1,0,S3-27_percent,0.0,1.0,1,1
12,9,Hines Ward,0.255,2,0,S3-27_percent,0.0,1.0,1,1
12,9,Kirstie Alley,0.23,3,0,S3-27_percent,0.0,1.0,1,1
12,9,Ralph Macchio,0.204,4,1,S3-27_percent,0.0,0.296,1,1
12,10,Chelsea Kane,0.34,1,0,S3-27_percent,0.0,1.0,1,1
12,10,Hines Ward,0.34,1,0,S3-27_percent,0.0,1.0,1,1
12,10,Kirstie Alley,0.321,3,0,S3-27_percent,0.0,1.0,1,1
13,1,Chynna Phillips,0.101,1,0,S3-27_percent,0.0,1.0,1,1
13,1,J.R. Martinez,0.101,1,0,S3-27_percent,0.0,1.0,1,1
13,1,Hope Solo,0.097,3,0,S3-27_percent,0.0,1.0,1,1
13,1,Ricki Lake,0.092,4,0,S3-27_percent,0.0,1.0,1,1
13,1,Kristin Cavallari,0.088,5,0,S3-27_percent,0.0,1.0,1,1
13,1,David Arquette,0.083,6,0,S3-27_percent,0.0,1.0,1,1
13,1,Carson Kressley,0.078,7,0,S3-27_percent,0.0,1.0,1,1
13,1,Chaz Bono,0.078,7,0,S3-27_percent,0.0,1.0,1,1
13,1,Nancy Grace,0.074,9,0,S3-27_percent,0.0,1.0,1,1
13,1,Rob Kardashian,0.074,9,0,S3-27_percent,0.0,1.0,1,1
13,1,Elisabetta Canalis,0.069,11,0,S3-27_percent,0.0,1.0,1,1
13,1,Metta World Peace (Ron),0.065,12,1,S3-27_percent,0.0,0.10166666666666663,1,1
13,2,Ricki Lake,0.103,1,0,S3-27_percent,0.0,0.947,1,1
13,2,J.R. Martinez,0.099,2,0,S3-27_percent,0.0,0.947,1,1
13,2,Kristin Cavallari,0.099,2,0,S3-27_percent,0.0,0.947,1,1
13,2,Chynna Phillips,0.094,4,0,S3-27_percent,-0.0,0.947,1,1
13,2,Elisabetta Canalis,0.094,4,1,S3-27_percent,0.0,0.08781818181818181,1,1
13,2,Nancy Grace,0.094,4,0,S3-27_percent,0.0,0.947,1,1
13,2,Rob Kardashian,0.094,4,0,S3-27_percent,0.0,0.947,1,1
13,2,Hope Solo,0.085,8,0,S3-27_percent,0.008999999999999994,0.956,1,1
13,2,Carson Kressley,0.081,9,0,S3-27_percent,0.012999999999999998,0.96,1,1
13,2,David Arquette,0.081,9,0,S3-27_percent,0.012999999999999998,0.96,1,1
13,2,Chaz Bono,0.076,11,0,S3-27_percent,0.018000000000000002,0.965,1,1
13,3,Ricki Lake,0.114,1,0,S3-27_percent,0.0,0.959,1,1
13,3,Chynna Phillips,0.11,2,0,S3-27_percent,0.0,0.959,1,1
13,3,J.R. Martinez,0.11,2,0,S3-27_percent,0.0,0.959,1,1
13,3,David Arquette,0.101,4,0,S3-27_percent,-0.0,0.959,1,1
13,3,Hope Solo,0.101,4,0,S3-27_percent,0.0,0.959,1,1
13,3,Kristin Cavallari,0.101,4,1,S3-27_percent,0.0,0.09899999999999999,1,1
13,3,Rob Kardashian,0.101,4,0,S3-27_percent,0.0,0.959,1,1
13,3,Carson Kressley,0.097,8,0,S3-27_percent,0.0040000000000000036,0.963,1,1
13,3,Nancy Grace,0.089,9,0,S3-27_percent,0.01200000000000001,0.971,1,1
13,3,Chaz Bono,0.076,10,0,S3-27_percent,0.02500000000000001,0.984,1,1
13,4,Ricki Lake,0.139,1,0,S3-27_percent,0.0,0.996,1,1
13,4,J.R. Martinez,0.124,2,0,S3-27_percent,0.0,0.996,1,1
13,4,Hope Solo,0.115,3,0,S3-27_percent,0.0,0.996,1,1
13,4,Rob Kardashian,0.115,3,0,S3-27_percent,0.0,0.996,1,1
13,4,David Arquette,0.11,5,0,S3-27_percent,0.0,0.996,1,1
13,4,Chaz Bono,0.1,6,0,S3-27_percent,-0.0,0.996,1,1
13,4,Chynna Phillips,0.1,6,1,S3-27_percent,0.0,0.12211111111111109,1,1
13,4,Nancy Grace,0.1,6,0,S3-27_percent,0.0,0.996,1,1
13,4,Carson Kressley,0.096,9,0,S3-27_percent,0.0040000000000000036,1.0,1,1
13,5,J.R. Martinez,0.149,1,0,S3-27_percent,0.0,1.0,1,1
13,5,David Arquette,0.133,2,0,S3-27_percent,0.0,1.0,1,1
13,5,Rob Kardashian,0.133,2,0,S3-27_percent,0.0,1.0,1,1
13,5,Hope Solo,0.128,4,0,S3-27_percent,0.0,1.0,1,1
13,5,Ricki Lake,0.128,4,0,S3-27_percent,0.0,1.0,1,1
13,5,Nancy Grace,0.117,6,0,S3-27_percent,0.0,1.0,1,1
13,5,Chaz Bono,0.112,7,0,S3-27_percent,0.0,1.0,1,1
13,5,Carson Kressley,0.101,8,1,S3-27_percent,0.0,0.14912499999999998,1,1
13,6,J.R. Martinez,0.175,1,0,S3-27_percent,0.0,1.0,1,1
13,6,Ricki Lake,0.175,1,0,S3-27_percent,0.0,1.0,1,1
13,6,Nancy Grace,0.145,3,0,S3-27_percent,0.0,1.0,1,1
13,6,David Arquette,0.139,4,0,S3-27_percent,0.0,1.0,1,1
13,6,Rob Kardashian,0.133,5,0,S3-27_percent,0.0,1.0,1,1
13,6,Hope Solo,0.12,6,0,S3-27_percent,0.0,1.0,1,1
13,6,Chaz Bono,0.114,7,1,S3-27_percent,0.0,0.1718571428571428,1,1
13,7,Ricki Lake,0.181,1,0,S3-27_percent,0.0,0.99,1,1
13,7,Rob Kardashian,0.174,2,0,S3-27_percent,0.0,0.99,1,1
13,7,Hope Solo,0.171,3,0,S3-27_percent,0.0,0.99,1,1
13,7,J.R. Martinez,0.164,4,0,S3-27_percent,0.0,0.99,1,1
13,7,David Arquette,0.16,5,1,S3-27_percent,0.0,0.1733333333333333,1,1
13,7,Nancy Grace,0.15,6,0,S3-27_percent,0.010000000000000009,1.0,1,1
13,8,J.R. Martinez,0.232,1,0,S3-27_percent,0.0,1.0,1,1
13,8,Hope Solo,0.201,2,0,S3-27_percent,0.0,1.0,1,1
13,8,Ricki Lake,0.201,2,0,S3-27_percent,0.0,1.0,1,1
13,8,Rob Kardashian,0.197,4,0,S3-27_percent,0.0,1.0,1,1
13,8,Nancy Grace,0.17,5,1,S3-27_percent,0.0,0.23019999999999996,1,1
13,9,Ricki Lake,0.283,1,0,S3-27_percent,0.0,1.0,1,1
13,9,Rob Kardashian,0.274,2,0,S3-27_percent,0.0,1.0,1,1
13,9,J.R. Martinez,0.236,3,0,S3-27_percent,0.0,1.0,1,1
13,9,Hope Solo,0.207,4,1,S3-27_percent,0.0,0.293,1,1
13,10,Rob Kardashian,0.335,1,0,S3-27_percent,0.0,1.0,1,1
13,10,J.R. Martinez,0.333,2,0,S3-27_percent,0.0,1.0,1,1
13,10,Ricki Lake,0.331,3,0,S3-27_percent,0.0,1.0,1,1
14,1,Jaleel White,0.096,1,0,S3-27_percent,0.0,1.0,1,1
14,1,Katherine Jenkins,0.096,1,0,S3-27_percent,0.0,1.0,1,1
14,1,William Levy,0.089,3,0,S3-27_percent,0.0,1.0,1,1
14,1,Gladys Knight,0.085,4,0,S3-27_percent,0.0,1.0,1,1
14,1,Jack Wagner,0.085,4,0,S3-27_percent,0.0,1.0,1,1
14,1,Roshon Fegan,0.085,4,0,S3-27_percent,0.0,1.0,1,1
14,1,Sherri Sheperd,0.085,4,0,S3-27_percent,0.0,1.0,1,1
14,1,Donald Driver,0.078,8,0,S3-27_percent,0.0,1.0,1,1
14,1,Maria Menounos,0.078,8,0,S3-27_percent,0.0,1.0,1,1
14,1,Gavin DeGraw,0.074,10,0,S3-27_percent,0.0,1.0,1,1
14,1,Martina Navratilova,0.074,10,0,S3-27_percent,0.0,1.0,1,1
14,1,Melissa Gilbert,0.074,10,0,S3-27_percent,0.0,1.0,1,1
14,2,Katherine Jenkins,0.097,1,0,S3-27_percent,0.0,1.0,1,1
14,2,Roshon Fegan,0.097,1,0,S3-27_percent,0.0,1.0,1,1
14,2,Maria Menounos,0.093,3,0,S3-27_percent,0.0,1.0,1,1
14,2,William Levy,0.093,3,0,S3-27_percent,0.0,1.0,1,1
14,2,Donald Driver,0.089,5,0,S3-27_percent,0.0,1.0,1,1
14,2,Sherri Sheperd,0.086,6,0,S3-27_percent,0.0,1.0,1,1
14,2,Jaleel White,0.082,7,0,S3-27_percent,0.0,1.0,1,1
14,2,Gavin DeGraw,0.078,8,0,S3-27_percent,0.0,1.0,1,1
14,2,Jack Wagner,0.078,8,0,S3-27_percent,0.0,1.0,1,1
14,2,Melissa Gilbert,0.074,10,0,S3-27_percent,0.0,1.0,1,1
14,2,Gladys Knight,0.071,11,0,S3-27_percent,0.0,1.0,1,1
14,2,Martina Navratilova,0.063,12,1,S3-27_percent,0.0,0.10374999999999997,1,1
14,3,Katherine Jenkins,0.104,1,0,S3-27_percent,0.0,1.0,1,1
14,3,William Levy,0.1,2,0,S3-27_percent,0.0,1.0,1,1
14,3,Maria Menounos,0.096,3,0,S3-27_percent,0.0,1.0,1,1
14,3,Donald Driver,0.093,4,0,S3-27_percent,0.0,1.0,1,1
14,3,Jaleel White,0.089,5,0,S3-27_percent,0.0,1.0,1,1
14,3,Roshon Fegan,0.089,5,0,S3-27_percent,0.0,1.0,1,1
14,3,Gavin DeGraw,0.086,7,0,S3-27_percent,-0.0,1.0,1,1
14,3,Gladys Knight,0.086,7,0,S3-27_percent,0.0,1.0,1,1
14,3,Jack Wagner,0.086,7,1,S3-27_percent,0.0,0.09590909090909094,1,1
14,3,Melissa Gilbert,0.086,7,0,S3-27_percent,0.0,1.0,1,1
14,3,Sherri Sheperd,0.086,7,0,S3-27_percent,0.0,1.0,1,1
14,4,Donald Driver,0.116,1,0,S3-27_percent,0.0,0.996,1,1
14,4,Maria Menounos,0.112,2,0,S3-27_percent,0.0,0.996,1,1
14,4,Roshon Fegan,0.112,2,0,S3-27_percent,0.0,0.996,1,1
14,4,Katherine Jenkins,0.103,4,0,S3-27_percent,0.0,0.996,1,1
14,4,Gavin DeGraw,0.099,5,0,S3-27_percent,0.0,0.996,1,1
14,4,Jaleel White,0.094,6,0,S3-27_percent,0.0,0.996,1,1
14,4,Melissa Gilbert,0.094,6,0,S3-27_percent,0.0,0.996,1,1
14,4,William Levy,0.094,6,0,S3-27_percent,0.0,0.996,1,1
14,4,Sherri Sheperd,0.09,9,1,S3-27_percent,0.0,0.10999999999999999,1,1
14,4,Gladys Knight,0.086,10,0,S3-27_percent,0.0040000000000000036,1.0,1,1
14,5,Katherine Jenkins,0.129,1,0,S3-27_percent,0.0,1.0,1,1
14,5,William Levy,0.129,1,0,S3-27_percent,0.0,1.0,1,1
14,5,Donald Driver,0.121,3,0,S3-27_percent,0.0,1.0,1,1
14,5,Maria Menounos,0.121,3,0,S3-27_percent,0.0,1.0,1,1
14,5,Roshon Fegan,0.116,5,0,S3-27_percent,0.0,1.0,1,1
14,5,Jaleel White,0.107,6,0,S3-27_percent,0.0,1.0,1,1
14,5,Gladys Knight,0.098,7,0,S3-27_percent,0.0,1.0,1,1
14,5,Melissa Gilbert,0.094,8,0,S3-27_percent,0.0,1.0,1,1
14,5,Gavin DeGraw,0.085,9,1,S3-27_percent,0.0,0.13722222222222222,1,1
14,6,Katherine Jenkins,0.151,1,0,S3-27_percent,0.0,1.0,1,1
14,6,Jaleel White,0.143,2,0,S3-27_percent,0.0,1.0,1,1
14,6,William Levy,0.14,3,0,S3-27_percent,0.0,1.0,1,1
14,6,Donald Driver,0.132,4,0,S3-27_percent,0.0,1.0,1,1
14,6,Melissa Gilbert,0.116,5,0,S3-27_percent,0.0,1.0,1,1
14,6,Maria Menounos,0.116,6,0,S3-27_percent,0.0,1.0,1,1
14,6,Roshon Fegan,0.109,7,0,S3-27_percent,0.0,1.0,1,1
14,6,Gladys Knight,0.093,8,1,S3-27_percent,0.0,0.15699999999999997,1,1
14,7,Maria Menounos,0.155,1,0,S3-27_percent,0.0,0.989,1,1
14,7,Katherine Jenkins,0.147,2,0,S3-27_percent,0.0,0.989,1,1
14,7,Donald Driver,0.144,3,0,S3-27_percent,0.0,0.989,1,1
14,7,William Levy,0.144,3,0,S3-27_percent,0.0,0.989,1,1
14,7,Roshon Fegan,0.142,5,0,S3-27_percent,0.0,0.989,1,1
14,7,Jaleel White,0.139,6,1,S3-27_percent,0.0,0.14657142857142857,1,1
14,7,Melissa Gilbert,0.128,7,0,S3-27_percent,0.01100000000000001,1.0,1,1
14,8,William Levy,0.174,1,0,S3-27_percent,0.0,0.985,1,1
