season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week
19,1,Michael Waltrip,0.067,10,0
19,1,Lolo Jones,0.059,12,1
19,1,Betsey Johnson,0.054,13,0
19,2,Lea Thompson,0.097,1,0
19,2,Janel Parrish,0.094,2,0
19,2,Bethany Mota,0.091,3,0
19,2,Alfonso Ribeiro,0.088,4,0
19,2,Antonio Sabato Jr.,0.086,5,0
19,2,Sadie Robertson,0.086,5,0
19,2,Jonathan Bennett,0.083,7,0
19,2,Betsey Johnson,0.077,8,0
19,2,Randy Couture,0.077,8,0
19,2,Tavis Smiley,0.077,8,1
19,2,Tommy Chong,0.077,8,0
19,2,Michael Waltrip,0.066,12,0
19,3,Bethany Mota,0.113,1,0
19,3,Janel Parrish,0.113,1,0
19,3,Tommy Chong,0.096,3,0
19,3,Alfonso Ribeiro,0.091,4,0
19,3,Jonathan Bennett,0.091,4,0
19,3,Sadie Robertson,0.091,4,0
19,3,Lea Thompson,0.088,7,0
19,3,Antonio Sabato Jr.,0.082,8,0
19,3,Betsey Johnson,0.082,8,0
19,3,Michael Waltrip,0.079,10,0
19,3,Randy Couture,0.074,11,1
19,4,Alfonso Ribeiro,0.125,1,0
19,4,Lea Thompson,0.122,2,0
19,4,Sadie Robertson,0.116,3,0
19,4,Janel Parrish,0.112,4,0
19,4,Bethany Mota,0.103,5,0
19,4,Antonio Sabato Jr.,0.091,6,0
19,4,Betsey Johnson,0.091,6,1
19,4,Tommy Chong,0.088,8,0
19,4,Michael Waltrip,0.078,9,0
19,4,Jonathan Bennett,0.075,10,0
19,5,Sadie Robertson,0.136,1,0
19,5,Alfonso Ribeiro,0.129,2,0
19,5,Lea Thompson,0.129,2,0
19,5,Janel Parrish,0.125,4,0
19,5,Bethany Mota,0.121,5,0
19,5,Antonio Sabato Jr.,0.106,6,0
19,5,Jonathan Bennett,0.091,7,0
19,5,Tommy Chong,0.087,8,0
19,5,Michael Waltrip,0.076,9,0
19,6,Alfonso Ribeiro,0.133,1,0
19,6,Bethany Mota,0.123,2,0
19,6,Sadie Robertson,0.119,3,0
19,6,Janel Parrish,0.113,4,0
19,6,Jonathan Bennett,0.109,5,1
19,6,Lea Thompson,0.109,5,0
19,6,Michael Waltrip,0.102,7,0
19,6,Antonio Sabato Jr.,0.096,8,0
19,6,Tommy Chong,0.096,8,0
19,7,Bethany Mota,0.145,1,0
19,7,Lea Thompson,0.135,2,0
19,7,Alfonso Ribeiro,0.132,3,0
19,7,Janel Parrish,0.13,4,0
19,7,Sadie Robertson,0.12,5,0
19,7,Tommy Chong,0.116,6,0
19,7,Antonio Sabato Jr.,0.114,7,1
19,7,Michael Waltrip,0.108,8,0
19,8,Janel Parrish,0.173,1,0
19,8,Alfonso Ribeiro,0.165,2,0
19,8,Bethany Mota,0.161,3,0
19,8,Sadie Robertson,0.153,4,0
19,8,Lea Thompson,0.129,5,0
19,8,Tommy Chong,0.117,6,0
19,8,Michael Waltrip,0.101,7,1
19,9,Alfonso Ribeiro,0.18,1,0
19,9,Janel Parrish,0.18,1,0
19,9,Bethany Mota,0.173,3,0
19,9,Sadie Robertson,0.171,4,0
19,9,Lea Thompson,0.164,5,1
19,9,Tommy Chong,0.133,6,0
19,10,Janel Parrish,0.214,1,0
19,10,Bethany Mota,0.208,2,0
19,10,Alfonso Ribeiro,0.205,3,0
19,10,Sadie Robertson,0.203,4,0
19,10,Tommy Chong,0.17,5,1
19,11,Alfonso Ribeiro,0.256,1,0
19,11,Sadie Robertson,0.252,2,0
19,11,Janel Parrish,0.249,3,0
19,11,Bethany Mota,0.243,4,1
20,1,Rumer Willis,0.101,1,0
20,1,Riker Lynch,0.097,2,0
20,1,Nastia Liukin,0.094,3,0
20,1,Robert Herjavec,0.088,4,0
20,1,Chris Soules,0.082,5,0
20,1,Michael Sam,0.082,5,0
20,1,Noah Galloway,0.082,5,0
20,1,Patti LaBelle,0.079,8,0
20,1,Suzanne Somers,0.079,8,0
20,1,Willow Shields,0.079,8,0
20,1,Charlotte McKinney,0.069,11,0
20,1,Redfoo,0.069,11,0
20,2,Nastia Liukin,0.098,1,0
20,2,Riker Lynch,0.092,2,0
20,2,Rumer Willis,0.092,2,0
20,2,Willow Shields,0.092,2,0
20,2,Redfoo,0.089,5,1
20,2,Michael Sam,0.081,6,0
20,2,Patti LaBelle,0.081,6,0
20,2,Robert Herjavec,0.081,6,0
20,2,Suzanne Somers,0.081,6,0
20,2,Noah Galloway,0.078,10,0
20,2,Charlotte McKinney,0.075,11,0
20,2,Chris Soules,0.061,12,0
20,3,Nastia Liukin,0.109,1,0
20,3,Riker Lynch,0.109,1,0
20,3,Rumer Willis,0.105,3,0
20,3,Willow Shields,0.102,4,0
20,3,Noah Galloway,0.096,5,0
20,3,Robert Herjavec,0.093,6,0
20,3,Chris Soules,0.089,7,0
20,3,Suzanne Somers,0.08,8,0
20,3,Michael Sam,0.077,9,0
20,3,Charlotte McKinney,0.07,10,1
20,3,Patti LaBelle,0.07,10,0
20,4,Willow Shields,0.12,1,0
20,4,Nastia Liukin,0.111,2,0
20,4,Rumer Willis,0.108,3,0
20,4,Riker Lynch,0.105,4,0
20,4,Robert Herjavec,0.105,4,0
20,4,Noah Galloway,0.098,6,0
20,4,Michael Sam,0.092,7,1
20,4,Patti LaBelle,0.092,7,0
20,4,Suzanne Somers,0.086,9,0
20,4,Chris Soules,0.083,10,0
20,5,Rumer Willis,0.138,1,0
20,5,Nastia Liukin,0.134,2,0
20,5,Riker Lynch,0.134,2,0
20,5,Willow Shields,0.12,4,0
20,5,Noah Galloway,0.099,5,0
20,5,Suzanne Somers,0.099,5,1
20,5,Chris Soules,0.095,7,0
20,5,Patti LaBelle,0.095,7,0
20,5,Robert Herjavec,0.085,9,0
20,6,Riker Lynch,0.134,1,0
20,6,Nastia Liukin,0.129,2,0
20,6,Willow Shields,0.129,2,0
20,6,Rumer Willis,0.125,4,0
20,6,Chris Soules,0.124,5,0
20,6,Noah Galloway,0.12,6,0
20,6,Patti LaBelle,0.12,6,1
20,6,Robert Herjavec,0.118,8,0
20,7,Nastia Liukin,0.161,1,0
20,7,Willow Shields,0.154,2,1
20,7,Noah Galloway,0.15,3,0
20,7,Riker Lynch,0.146,4,0
20,7,Rumer Willis,0.146,4,0
20,7,Chris Soules,0.122,6,0
20,7,Robert Herjavec,0.122,6,0
20,8,Rumer Willis,0.189,1,0
20,8,Riker Lynch,0.184,2,0
20,8,Nastia Liukin,0.18,3,0
20,8,Chris Soules,0.151,4,1
20,8,Noah Galloway,0.149,5,0
20,8,Robert Herjavec,0.147,6,1
20,9,Nastia Liukin,0.255,1,1
20,9,Riker Lynch,0.255,1,0
20,9,Rumer Willis,0.248,3,0
20,9,Noah Galloway,0.242,4,0
20,10,Riker Lynch,0.345,1,0
20,10,Rumer Willis,0.345,1,0
20,10,Noah Galloway,0.31,3,0
21,1,Bindi Irwin,0.096,1,0
21,1,Nick Carter,0.096,1,0
21,1,Carlos PenaVega,0.092,3,0
21,1,Tamar Braxton,0.092,3,0
21,1,Alek Skarlatos,0.088,5,0
21,1,Alexa PenaVega,0.088,5,0
21,1,Andy Grammer,0.084,7,0
21,1,Hayes Grier,0.084,7,0
21,1,Gary Busey,0.06,9,0
21,1,Paula Deen,0.06,9,0
21,1,Victor Espinoza,0.06,9,0
21,1,Chaka Khan,0.052,12,0
21,1,Kim Zolciak-Biermann,0.048,13,0
21,2,Tamar Braxton,0.091,1,0
21,2,Bindi Irwin,0.089,2,0
21,2,Alexa PenaVega,0.085,3,0
21,2,Alek Skarlatos,0.083,4,0
21,2,Carlos PenaVega,0.083,4,0
21,2,Hayes Grier,0.083,4,0
21,2,Nick Carter,0.083,4,0
21,2,Andy Grammer,0.081,8,0
21,2,Kim Zolciak-Biermann,0.068,9,1
21,2,Paula Deen,0.068,9,0
21,2,Victor Espinoza,0.068,9,1
21,2,Gary Busey,0.061,12,0
21,2,Chaka Khan,0.055,13,1
21,3,Alexa PenaVega,0.118,1,0
21,3,Nick Carter,0.118,1,0
21,3,Alek Skarlatos,0.108,3,0
21,3,Tamar Braxton,0.108,3,0
21,3,Bindi Irwin,0.105,5,0
21,3,Carlos PenaVega,0.102,6,0
21,3,Hayes Grier,0.098,7,0
21,3,Andy Grammer,0.095,8,0
21,3,Gary Busey,0.082,9,0
21,3,Paula Deen,0.066,10,0
21,4,Bindi Irwin,0.119,1,0
21,4,Hayes Grier,0.114,2,0
21,4,Nick Carter,0.114,2,0
21,4,Tamar Braxton,0.114,2,0
21,4,Carlos PenaVega,0.106,5,0
21,4,Alek Skarlatos,0.102,6,0
21,4,Andy Grammer,0.097,7,0
21,4,Alexa PenaVega,0.089,8,0
21,4,Paula Deen,0.076,9,0
21,4,Gary Busey,0.068,10,1
21,5,Alexa PenaVega,0.133,1,0
21,5,Carlos PenaVega,0.13,2,0
21,5,Bindi Irwin,0.123,3,0
21,5,Andy Grammer,0.12,4,0
21,5,Nick Carter,0.116,5,0
21,5,Hayes Grier,0.1,6,0
21,5,Alek Skarlatos,0.096,7,0
21,5,Tamar Braxton,0.096,7,0
21,5,Paula Deen,0.086,9,0
21,6,Andy Grammer,0.128,1,0
21,6,Bindi Irwin,0.128,1,0
21,6,Tamar Braxton,0.128,1,0
21,6,Nick Carter,0.125,4,0
21,6,Carlos PenaVega,0.121,5,0
21,6,Hayes Grier,0.102,6,0
21,6,Alek Skarlatos,0.096,7,0
21,6,Alexa PenaVega,0.096,7,0
21,6,Paula Deen,0.077,9,1
21,7,Bindi Irwin,0.131,1,0
21,7,Andy Grammer,0.127,2,0
21,7,Carlos PenaVega,0.127,2,0
21,7,Hayes Grier,0.127,2,1
21,7,Alexa PenaVega,0.124,5,0
21,7,Nick Carter,0.122,6,0
21,7,Tamar Braxton,0.122,6,0
21,7,Alek Skarlatos,0.12,8,0
21,8,Nick Carter,0.17,1,0
21,8,Carlos PenaVega,0.149,2,0
21,8,Bindi Irwin,0.144,3,0
21,8,Tamar Braxton,0.144,3,0
21,8,Alexa PenaVega,0.139,5,0
21,8,Alek Skarlatos,0.129,6,0
21,8,Andy Grammer,0.124,7,1
21,9,Alexa PenaVega,0.182,1,1
21,9,Bindi Irwin,0.182,1,0
21,9,Nick Carter,0.167,3,0
21,9,Carlos PenaVega,0.164,4,0
21,9,Alek Skarlatos,0.155,5,0
21,9,Tamar Braxton,0.149,6,1
21,10,Bindi Irwin,0.266,1,0
21,10,Carlos PenaVega,0.266,1,0
21,10,Alek Skarlatos,0.241,3,0
21,10,Nick Carter,0.228,4,0
21,11,Bindi Irwin,0.254,1,0
21,11,Carlos PenaVega,0.254,1,1
21,11,Nick Carter,0.254,1,0
21,11,Alek Skarlatos,0.237,4,0
22,1,Ginger Zee,0.097,1,0
22,1,Nyle DiMarco,0.097,1,0
22,1,Wanya Morris,0.097,1,0
22,1,Antonio Brown,0.089,4,0
22,1,Marla Maples,0.089,4,0
22,1,Paige VanZant,0.089,4,0
22,1,Von Miller,0.089,4,0
22,1,Jodie Sweetin,0.084,8,0
22,1,Kim Fields,0.084,8,0
22,1,Mischa Barton,0.068,10,0
22,1,Doug Flutie,0.063,11,0
22,1,Geraldo Rivera,0.055,12,0
22,2,Paige VanZant,0.102,1,0
22,2,Wanya Morris,0.102,1,0
22,2,Ginger Zee,0.089,3,0
22,2,Jodie Sweetin,0.089,3,0
22,2,Doug Flutie,0.085,5,0
22,2,Marla Maples,0.085,5,0
22,2,Nyle DiMarco,0.085,5,0
22,2,Von Miller,0.085,5,0
22,2,Antonio Brown,0.081,9,0
22,2,Kim Fields,0.081,9,0
22,2,Mischa Barton,0.064,11,0
22,2,Geraldo Rivera,0.055,12,1
22,3,Nyle DiMarco,0.105,1,0
22,3,Wanya Morris,0.101,2,0
22,3,Jodie Sweetin,0.097,3,0
22,3,Paige VanZant,0.097,3,0
22,3,Kim Fields,0.093,5,0
22,3,Ginger Zee,0.089,6,0
22,3,Marla Maples,0.089,6,0
22,3,Antonio Brown,0.084,8,0
22,3,Doug Flutie,0.084,8,0
22,3,Von Miller,0.084,8,0
22,3,Mischa Barton,0.076,11,1
22,4,Ginger Zee,0.113,1,0
22,4,Paige VanZant,0.113,1,0
22,4,Antonio Brown,0.11,3,0
22,4,Wanya Morris,0.11,3,0
22,4,Nyle DiMarco,0.107,5,0
22,4,Kim Fields,0.1,6,0
22,4,Von Miller,0.1,6,0
22,4,Marla Maples,0.088,8,1
22,4,Jodie Sweetin,0.085,9,0
22,4,Doug Flutie,0.075,10,0
22,5,Nyle DiMarco,0.134,1,0
22,5,Jodie Sweetin,0.127,2,0
22,5,Ginger Zee,0.116,3,0
22,5,Paige VanZant,0.112,4,0
22,5,Wanya Morris,0.109,5,0
22,5,Von Miller,0.105,6,0
22,5,Doug Flutie,0.101,7,0
22,5,Kim Fields,0.101,7,0
22,5,Antonio Brown,0.094,9,0
22,6,Wanya Morris,0.128,1,0
22,6,Paige VanZant,0.123,2,0
22,6,Antonio Brown,0.119,3,0
22,6,Jodie Sweetin,0.11,4,0
22,6,Nyle DiMarco,0.11,4,0
22,6,Ginger Zee,0.106,6,0
22,6,Kim Fields,0.106,6,0
22,6,Von Miller,0.106,6,0
22,6,Doug Flutie,0.093,9,1
22,7,Nyle DiMarco,0.131,1,0
22,7,Ginger Zee,0.129,2,0
22,7,Paige VanZant,0.129,2,0
22,7,Wanya Morris,0.129,2,0
22,7,Antonio Brown,0.121,5,0
22,7,Kim Fields,0.121,5,1
22,7,Von Miller,0.121,5,1
22,7,Jodie Sweetin,0.119,8,0
22,8,Ginger Zee,0.178,1,0
22,8,Jodie Sweetin,0.178,1,1
22,8,Nyle DiMarco,0.172,3,0
22,8,Paige VanZant,0.166,4,0
22,8,Antonio Brown,0.16,5,0
22,8,Wanya Morris,0.148,6,0
22,9,Wanya Morris,0.209,1,1
22,9,Paige VanZant,0.206,2,0
22,9,Nyle DiMarco,0.199,3,0
22,9,Ginger Zee,0.195,4,0
22,9,Antonio Brown,0.192,5,1
22,10,Paige VanZant,0.341,1,0
22,10,Nyle DiMarco,0.333,2,0
22,10,Ginger Zee,0.326,3,0
23,1,James Hinchcliffe,0.094,1,0
23,1,Laurie Hernandez,0.094,1,0
23,1,Jana Kramer,0.082,3,0
23,1,Marilu Henner,0.082,3,0
23,1,Babyface,0.079,5,0
23,1,Calvin Johnson Jr.,0.079,5,0
23,1,Terra Jole,0.076,7,0
23,1,Vanilla Ice,0.076,7,0
23,1,Amber Rose,0.073,9,0
23,1,Ryan Lochte,0.073,9,0
23,1,Jake T. Austin,0.067,11,0
23,1,Maureen McCormick,0.067,11,0
23,1,Rick Perry,0.061,13,0
23,2,Laurie Hernandez,0.091,1,0
23,2,Terra Jole,0.088,2,0
23,2,Babyface,0.085,3,0
23,2,James Hinchcliffe,0.082,4,0
23,2,Jana Kramer,0.082,4,0
23,2,Calvin Johnson Jr.,0.08,6,0
23,2,Marilu Henner,0.077,7,0
23,2,Maureen McCormick,0.074,8,0
23,2,Vanilla Ice,0.074,8,0
23,2,Amber Rose,0.068,10,0
23,2,Jake T. Austin,0.068,10,1
23,2,Ryan Lochte,0.068,10,0
23,2,Rick Perry,0.062,13,0
23,3,Calvin Johnson Jr.,0.098,1,0
23,3,Laurie Hernandez,0.095,2,0
23,3,Terra Jole,0.092,3,0
23,3,James Hinchcliffe,0.089,4,0
23,3,Marilu Henner,0.086,5,0
23,3,Maureen McCormick,0.086,5,0
23,3,Jana Kramer,0.08,7,0
23,3,Amber Rose,0.077,8,0
23,3,Babyface,0.077,8,0
23,3,Ryan Lochte,0.077,8,0
23,3,Rick Perry,0.071,11,1
23,3,Vanilla Ice,0.071,11,0
23,4,Laurie Hernandez,0.115,1,0
23,4,James Hinchcliffe,0.107,2,0
23,4,Terra Jole,0.096,3,0
23,4,Amber Rose,0.092,4,0
23,4,Maureen McCormick,0.092,4,0
23,4,Calvin Johnson Jr.,0.088,6,0
23,4,Jana Kramer,0.088,6,0
23,4,Vanilla Ice,0.088,6,1
23,4,Ryan Lochte,0.084,9,0
23,4,Marilu Henner,0.08,10,0
23,4,Babyface,0.069,11,1
23,5,James Hinchcliffe,0.126,1,0
23,5,Marilu Henner,0.117,2,0
23,5,Terra Jole,0.117,2,0
23,5,Jana Kramer,0.113,4,0
23,5,Laurie Hernandez,0.109,5,0
23,5,Amber Rose,0.104,6,0
23,5,Calvin Johnson Jr.,0.104,6,0
23,5,Maureen McCormick,0.104,6,0
23,5,Ryan Lochte,0.104,6,0
23,6,Jana Kramer,0.131,1,0
23,6,James Hinchcliffe,0.125,2,0
23,6,Calvin Johnson Jr.,0.121,3,0
23,6,Laurie Hernandez,0.121,3,0
23,6,Marilu Henner,0.111,5,0
23,6,Maureen McCormick,0.102,6,0
23,6,Ryan Lochte,0.098,7,0
23,6,Terra Jole,0.098,7,0
23,6,Amber Rose,0.092,9,1
23,7,Calvin Johnson Jr.,0.134,1,0
23,7,James Hinchcliffe,0.134,1,0
23,7,Jana Kramer,0.125,3,0
23,7,Laurie Hernandez,0.125,3,0
23,7,Terra Jole,0.125,3,0
23,7,Maureen McCormick,0.12,6,1
23,7,Ryan Lochte,0.12,6,0
23,7,Marilu Henner,0.116,8,0
23,8,James Hinchcliffe,0.174,1,0
23,8,Laurie Hernandez,0.164,2,0
23,8,Calvin Johnson Jr.,0.149,3,0
23,8,Jana Kramer,0.149,3,0
23,8,Ryan Lochte,0.129,5,1
23,8,Terra Jole,0.119,6,0
23,8,Marilu Henner,0.114,7,0
23,9,Jana Kramer,0.176,1,0
23,9,Laurie Hernandez,0.176,1,0
23,9,Terra Jole,0.167,3,0
23,9,Calvin Johnson Jr.,0.163,4,0
23,9,James Hinchcliffe,0.159,5,0
23,9,Marilu Henner,0.159,5,1
23,10,Laurie Hernandez,0.205,1,0
23,10,Terra Jole,0.205,1,1
23,10,James Hinchcliffe,0.201,3,0
23,10,Jana Kramer,0.198,4,0
23,10,Calvin Johnson Jr.,0.191,5,0
23,11,Laurie Hernandez,0.258,1,0
23,11,James Hinchcliffe,0.256,2,0
23,11,Calvin Johnson Jr.,0.252,3,0
23,11,Jana Kramer,0.233,4,1
24,1,Simone Biles,0.106,1,0
24,1,Rashad Jennings,0.103,2,0
24,1,David Ross,0.093,3,0
24,1,Heather Morris,0.093,3,0
24,1,Nancy Kerrigan,0.093,3,0
24,1,Normani,0.089,6,0
24,1,Erika Jayne,0.079,7,0
24,1,Nick Viall,0.079,7,0
24,1,Bonner Bolton,0.073,9,0
24,1,Charo,0.07,10,0
24,1,Mr. T,0.066,11,0
24,1,Chris Kattan,0.056,12,0
24,2,Normani,0.098,1,0
24,2,Rashad Jennings,0.098,1,0
24,2,Heather Morris,0.091,3,0
24,2,Simone Biles,0.088,4,0
24,2,Bonner Bolton,0.085,5,0
24,2,Erika Jayne,0.085,5,0
24,2,Nancy Kerrigan,0.085,5,0
24,2,David Ross,0.082,8,0
24,2,Charo,0.076,9,0
24,2,Nick Viall,0.076,9,0
24,2,Chris Kattan,0.067,11,1
24,2,Mr. T,0.067,11,0
24,3,Normani,0.108,1,0
24,3,Heather Morris,0.105,2,0
24,3,Nancy Kerrigan,0.105,2,0
24,3,Simone Biles,0.102,4,0
24,3,David Ross,0.098,5,0
24,3,Rashad Jennings,0.089,6,0
24,3,Erika Jayne,0.083,7,0
24,3,Nick Viall,0.083,7,0
24,3,Bonner Bolton,0.076,9,0
24,3,Charo,0.076,9,1
24,3,Mr. T,0.076,9,0
24,4,Rashad Jennings,0.12,1,0
24,4,Simone Biles,0.11,2,0
24,4,Heather Morris,0.107,3,0
24,4,Nancy Kerrigan,0.101,4,0
24,4,Bonner Bolton,0.098,5,0
24,4,Normani,0.098,5,0
24,4,David Ross,0.095,7,0
24,4,Erika Jayne,0.092,8,0
24,4,Nick Viall,0.092,8,0
24,4,Mr. T,0.086,10,1
24,5,Normani,0.128,1,0
24,5,Simone Biles,0.125,2,0
24,5,Nancy Kerrigan,0.118,3,0
24,5,Heather Morris,0.112,4,0
24,5,Nick Viall,0.112,4,0
24,5,Erika Jayne,0.105,6,1
24,5,Rashad Jennings,0.105,6,0
24,5,Bonner Bolton,0.099,8,0
24,5,David Ross,0.095,9,0
24,6,Heather Morris,0.138,1,1
24,6,Normani,0.134,2,0
24,6,Rashad Jennings,0.13,3,0
24,6,Simone Biles,0.128,4,0
24,6,Nancy Kerrigan,0.125,5,0
24,6,Bonner Bolton,0.117,6,0
24,6,David Ross,0.115,7,0
24,6,Nick Viall,0.113,8,0
24,7,Normani,0.166,1,0
24,7,Rashad Jennings,0.154,2,0
24,7,Simone Biles,0.154,2,0
24,7,Nancy Kerrigan,0.142,4,1
24,7,Nick Viall,0.134,5,1
24,7,David Ross,0.126,6,0
24,7,Bonner Bolton,0.123,7,0
24,8,Normani,0.226,1,0
24,8,Rashad Jennings,0.215,2,0
24,8,Simone Biles,0.206,3,0
24,8,David Ross,0.186,4,0
24,8,Bonner Bolton,0.166,5,1
24,9,Simone Biles,0.264,1,1
24,9,Rashad Jennings,0.254,2,0
24,9,Normani,0.251,3,0
24,9,David Ross,0.231,4,0
24,10,Rashad Jennings,0.344,1,0
24,10,Normani,0.341,2,0
24,10,David Ross,0.315,3,0
25,1,Jordan Fisher,0.092,1,0
25,1,Lindsey Stirling,0.092,1,0
25,1,Vanessa Lachey,0.088,3,0
25,1,Nikki Bella,0.084,4,0
25,1,Frankie Muniz,0.079,5,0
25,1,Victoria Arlen,0.079,5,0
25,1,Derek Fisher,0.075,7,0
25,1,Nick Lachey,0.075,7,0
25,1,Sasha Pieterse,0.075,7,0
25,1,Debbie Gibson,0.071,10,0
25,1,Drew Scott,0.067,11,0
25,1,Terrell Owens,0.063,12,0
25,1,Barbara Corcoran,0.059,13,0
25,2,Frankie Muniz,0.088,1,0
25,2,Jordan Fisher,0.088,1,0
25,2,Vanessa Lachey,0.086,3,0
25,2,Lindsey Stirling,0.082,4,0
25,2,Sasha Pieterse,0.082,4,0
25,2,Victoria Arlen,0.08,6,0
25,2,Debbie Gibson,0.075,7,1
25,2,Drew Scott,0.075,7,0
25,2,Nikki Bella,0.071,9,0
25,2,Terrell Owens,0.071,9,0
25,2,Derek Fisher,0.069,11,0
25,2,Nick Lachey,0.069,11,0
25,2,Barbara Corcoran,0.062,13,1
25,3,Lindsey Stirling,0.111,1,0
25,3,Jordan Fisher,0.102,2,0
25,3,Drew Scott,0.094,3,0
25,3,Vanessa Lachey,0.094,3,0
25,3,Victoria Arlen,0.09,5,0
25,3,Derek Fisher,0.086,6,0
25,3,Frankie Muniz,0.086,6,0
25,3,Nick Lachey,0.086,6,0
25,3,Nikki Bella,0.086,6,0
25,3,Terrell Owens,0.086,6,0
25,3,Sasha Pieterse,0.078,11,0
25,4,Jordan Fisher,0.107,1,0
25,4,Victoria Arlen,0.1,2,0
25,4,Lindsey Stirling,0.096,3,0
25,4,Drew Scott,0.089,4,0
25,4,Frankie Muniz,0.089,4,0
25,4,Nikki Bella,0.089,4,0
25,4,Sasha Pieterse,0.089,4,0
25,4,Terrell Owens,0.089,4,0
25,4,Vanessa Lachey,0.089,4,0
25,4,Derek Fisher,0.085,10,1
25,4,Nick Lachey,0.081,11,0
25,5,Jordan Fisher,0.115,1,0
25,5,Frankie Muniz,0.111,2,0
25,5,Lindsey Stirling,0.107,3,0
25,5,Nikki Bella,0.103,4,0
25,5,Victoria Arlen,0.103,4,0
25,5,Drew Scott,0.096,6,0
25,5,Terrell Owens,0.096,6,0
25,5,Sasha Pieterse,0.092,8,1
25,5,Vanessa Lachey,0.092,8,0
25,5,Nick Lachey,0.084,10,0
25,6,Lindsey Stirling,0.131,1,0
25,6,Jordan Fisher,0.127,2,0
25,6,Terrell Owens,0.121,3,0
25,6,Nikki Bella,0.118,4,0
25,6,Vanessa Lachey,0.118,4,0
25,6,Frankie Muniz,0.101,6,0
25,6,Victoria Arlen,0.101,6,0
25,6,Drew Scott,0.098,8,0
25,6,Nick Lachey,0.085,9,1
25,7,Frankie Muniz,0.14,1,0
25,7,Drew Scott,0.133,2,0
25,7,Victoria Arlen,0.133,2,0
25,7,Jordan Fisher,0.126,4,0
25,7,Vanessa Lachey,0.126,4,1
25,7,Lindsey Stirling,0.119,6,0
25,7,Terrell Owens,0.114,7,0
25,7,Nikki Bella,0.112,8,1
25,8,Jordan Fisher,0.192,1,0
25,8,Lindsey Stirling,0.173,2,0
25,8,Frankie Muniz,0.169,3,0
25,8,Terrell Owens,0.163,4,1
25,8,Victoria Arlen,0.153,5,0
25,8,Drew Scott,0.15,6,0
25,9,Jordan Fisher,0.215,1,0
25,9,Lindsey Stirling,0.211,2,0
25,9,Victoria Arlen,0.207,3,1
25,9,Frankie Muniz,0.189,4,0
25,9,Drew Scott,0.178,5,0
25,10,Jordan Fisher,0.256,1,0
25,10,Lindsey Stirling,0.256,1,0
25,10,Frankie Muniz,0.249,3,0
25,10,Drew Scott,0.24,4,1
26,1,Adam Rippon,0.114,1,0
26,1,Josh Norman,0.114,1,0
26,1,Mirai Nagasu,0.11,3,0
26,1,Tonya Harding,0.11,3,0
26,1,Chris Mazdzer,0.1,5,0
26,1,Jennie Finch Daigle,0.1,5,0
26,1,Arike Ogunbowale,0.095,7,0
26,1,Jamie Anderson,0.09,8,1
26,1,Johnny Damon,0.086,9,1
26,1,Kareem Abdul-Jabbar,0.081,10,0
26,2,Adam Rippon,0.138,1,0
26,2,Mirai Nagasu,0.138,1,0
26,2,Arike Ogunbowale,0.131,3,1
26,2,Chris Mazdzer,0.123,4,0
26,2,Tonya Harding,0.123,4,0
26,2,Jennie Finch Daigle,0.118,6,0
26,2,Josh Norman,0.118,6,0
26,2,Kareem Abdul-Jabbar,0.11,8,1
26,3,Adam Rippon,0.194,1,0
26,3,Josh Norman,0.18,2,0
26,3,Mirai Nagasu,0.166,3,1
26,3,Tonya Harding,0.166,3,0
26,3,Chris Mazdzer,0.156,5,1
26,3,Jennie Finch Daigle,0.137,6,1
26,4,Adam Rippon,0.339,1,0
26,4,Josh Norman,0.333,2,0
26,4,Tonya Harding,0.327,3,0
27,1,DeMarcus Ware,0.09,1,0
27,1,Tinashe,0.09,1,0
27,1,Alexis Ren,0.086,3,0
27,1,Juan Pablo Di Pace,0.086,3,0
27,1,Bobby Bones,0.078,5,0
27,1,Mary Lou Retton,0.078,5,0
27,1,Milo Manheim,0.078,5,0
27,1,Nancy McKeon,0.076,8,0
27,1,Danelle Umstead,0.071,9,0
27,1,Evanna Lynch,0.071,9,0
27,1,John Schneider,0.071,9,0
27,1,Nikki Glaser,0.069,12,1
27,1,Joe Amabile,0.055,13,0
27,2,Juan Pablo Di Pace,0.096,1,0
27,2,Milo Manheim,0.096,1,0
27,2,Tinashe,0.096,1,0
27,2,Alexis Ren,0.091,4,0
27,2,Evanna Lynch,0.089,5,0
27,2,DeMarcus Ware,0.087,6,0
27,2,Mary Lou Retton,0.085,7,0
27,2,John Schneider,0.079,8,0
27,2,Nancy McKeon,0.076,9,0
27,2,Bobby Bones,0.072,10,0
27,2,Danelle Umstead,0.068,11,1
27,2,Joe Amabile,0.065,12,0
27,3,Juan Pablo Di Pace,0.111,1,0
27,3,Evanna Lynch,0.1,2,0
27,3,Milo Manheim,0.1,2,0
27,3,Tinashe,0.1,2,0
27,3,Alexis Ren,0.096,5,0
27,3,DeMarcus Ware,0.096,5,0
27,3,Mary Lou Retton,0.089,7,0
27,3,Bobby Bones,0.085,8,0
27,3,Nancy McKeon,0.081,9,1
27,3,John Schneider,0.077,10,0
27,3,Joe Amabile,0.066,11,0
27,4,Milo Manheim,0.125,1,0
27,4,Mary Lou Retton,0.112,2,0
27,4,Tinashe,0.112,2,1
27,4,Alexis Ren,0.108,4,0
27,4,Evanna Lynch,0.103,5,0
