season,week,celebrity_name,judge_percent,judge_rank,fan_vote_percent,fan_vote_rank,total_percent,total_rank
13,8,Hope Solo,0.201,2,0.169,4,0.37,6
13,8,Ricki Lake,0.201,2,0.225,3,0.426,5
13,8,Rob Kardashian,0.197,4,0.225,2,0.422,6
13,8,Nancy Grace,0.17,5,0.155,5,0.325,10
13,9,Ricki Lake,0.283,1,0.274,3,0.557,4
13,9,Rob Kardashian,0.274,2,0.274,2,0.548,4
13,9,J.R. Martinez,0.236,3,0.274,1,0.51,4
13,9,Hope Solo,0.207,4,0.179,4,0.386,8
13,10,Rob Kardashian,0.335,1,0.333,3,0.668,4
13,10,J.R. Martinez,0.333,2,0.333,1,0.666,3
13,10,Ricki Lake,0.331,3,0.333,2,0.664,5
14,1,Jaleel White,0.096,1,0.084,7,0.18,8
14,1,Katherine Jenkins,0.096,1,0.085,3,0.181,4
14,1,William Levy,0.089,3,0.085,1,0.174,4
14,1,Gladys Knight,0.085,4,0.084,8,0.169,12
14,1,Jack Wagner,0.085,4,0.081,11,0.166,15
14,1,Roshon Fegan,0.085,4,0.084,6,0.169,10
14,1,Sherri Sheperd,0.085,4,0.083,10,0.168,14
14,1,Donald Driver,0.078,8,0.085,2,0.163,10
14,1,Maria Menounos,0.078,8,0.084,4,0.162,12
14,1,Gavin DeGraw,0.074,10,0.083,9,0.157,19
14,1,Martina Navratilova,0.074,10,0.079,12,0.153,22
14,1,Melissa Gilbert,0.074,10,0.084,5,0.158,15
14,2,Katherine Jenkins,0.097,1,0.086,3,0.183,4
14,2,Roshon Fegan,0.097,1,0.084,6,0.181,7
14,2,Maria Menounos,0.093,3,0.085,4,0.178,7
14,2,William Levy,0.093,3,0.086,1,0.179,4
14,2,Donald Driver,0.089,5,0.086,2,0.175,7
14,2,Sherri Sheperd,0.086,6,0.082,10,0.168,16
14,2,Jaleel White,0.082,7,0.084,7,0.166,14
14,2,Gavin DeGraw,0.078,8,0.083,9,0.161,17
14,2,Jack Wagner,0.078,8,0.08,11,0.158,19
14,2,Melissa Gilbert,0.074,10,0.084,5,0.158,15
14,2,Gladys Knight,0.071,11,0.084,8,0.155,19
14,2,Martina Navratilova,0.063,12,0.077,12,0.14,24
14,3,Katherine Jenkins,0.104,1,0.094,3,0.198,4
14,3,William Levy,0.1,2,0.094,1,0.194,3
14,3,Maria Menounos,0.096,3,0.092,4,0.188,7
14,3,Donald Driver,0.093,4,0.094,2,0.187,6
14,3,Jaleel White,0.089,5,0.091,7,0.18,12
14,3,Roshon Fegan,0.089,5,0.091,6,0.18,11
14,3,Gavin DeGraw,0.086,7,0.089,9,0.175,16
14,3,Gladys Knight,0.086,7,0.091,8,0.177,15
14,3,Jack Wagner,0.086,7,0.084,11,0.17,18
14,3,Melissa Gilbert,0.086,7,0.092,5,0.178,12
14,3,Sherri Sheperd,0.086,7,0.087,10,0.173,17
14,4,Donald Driver,0.116,1,0.106,2,0.222,3
14,4,Maria Menounos,0.112,2,0.101,4,0.213,6
14,4,Roshon Fegan,0.112,2,0.099,6,0.211,8
14,4,Katherine Jenkins,0.103,4,0.106,3,0.209,7
14,4,Gavin DeGraw,0.099,5,0.095,9,0.194,14
14,4,Jaleel White,0.094,6,0.098,7,0.192,13
14,4,Melissa Gilbert,0.094,6,0.1,5,0.194,11
14,4,William Levy,0.094,6,0.106,1,0.2,7
14,4,Sherri Sheperd,0.09,9,0.091,10,0.181,19
14,4,Gladys Knight,0.086,10,0.098,8,0.184,18
14,5,Katherine Jenkins,0.129,1,0.121,3,0.25,4
14,5,William Levy,0.129,1,0.121,1,0.25,2
14,5,Donald Driver,0.121,3,0.121,2,0.242,5
14,5,Maria Menounos,0.121,3,0.112,4,0.233,7
14,5,Roshon Fegan,0.116,5,0.107,6,0.223,11
14,5,Jaleel White,0.107,6,0.106,7,0.213,13
14,5,Gladys Knight,0.098,7,0.105,8,0.203,15
14,5,Melissa Gilbert,0.094,8,0.109,5,0.203,13
14,5,Gavin DeGraw,0.085,9,0.1,9,0.185,18
14,6,Katherine Jenkins,0.151,1,0.141,3,0.292,4
14,6,Jaleel White,0.143,2,0.112,7,0.255,9
14,6,William Levy,0.14,3,0.141,1,0.281,4
14,6,Donald Driver,0.132,4,0.141,2,0.273,6
14,6,Melissa Gilbert,0.116,5,0.118,5,0.234,10
14,6,Maria Menounos,0.116,6,0.124,4,0.24,10
14,6,Roshon Fegan,0.109,7,0.114,6,0.223,13
14,6,Gladys Knight,0.093,8,0.11,8,0.203,16
14,7,Maria Menounos,0.155,1,0.138,4,0.293,5
14,7,Katherine Jenkins,0.147,2,0.168,1,0.315,3
14,7,Donald Driver,0.144,3,0.168,3,0.312,6
14,7,William Levy,0.144,3,0.168,2,0.312,5
14,7,Roshon Fegan,0.142,5,0.119,6,0.261,11
14,7,Jaleel White,0.139,6,0.114,7,0.253,13
14,7,Melissa Gilbert,0.128,7,0.125,5,0.253,12
14,8,William Levy,0.174,1,0.205,2,0.379,3
14,8,Roshon Fegan,0.171,2,0.116,6,0.287,8
14,8,Donald Driver,0.168,3,0.205,3,0.373,6
14,8,Katherine Jenkins,0.168,3,0.205,1,0.373,4
14,8,Maria Menounos,0.162,5,0.151,4,0.313,9
14,8,Melissa Gilbert,0.156,6,0.12,5,0.276,11
14,9,Maria Menounos,0.257,1,0.18,4,0.437,5
14,9,William Levy,0.252,2,0.273,2,0.525,4
14,9,Donald Driver,0.248,3,0.273,3,0.521,6
14,9,Katherine Jenkins,0.243,4,0.273,1,0.516,5
14,10,Katherine Jenkins,0.336,1,0.333,1,0.669,2
14,10,Donald Driver,0.332,2,0.333,3,0.665,5
14,10,William Levy,0.332,2,0.333,2,0.665,4
15,1,Emmitt Smith,0.089,1,0.079,5,0.168,6
15,1,Gilles Marini,0.087,2,0.079,8,0.166,10
15,1,Sabrina Bryan,0.081,3,0.078,9,0.159,12
15,1,Apolo Anton Ohno,0.08,4,0.079,6,0.159,10
15,1,Shawn Johnson,0.08,4,0.08,4,0.16,8
15,1,Drew Lachey,0.078,6,0.074,11,0.152,17
15,1,Helio Castroneves,0.078,6,0.074,10,0.152,16
15,1,Kelly Monaco,0.078,6,0.08,3,0.158,9
15,1,Melissa Rycroft,0.076,9,0.08,2,0.156,11
15,1,Joey Fatone,0.074,10,0.07,12,0.144,22
15,1,Bristol Palin,0.071,11,0.08,1,0.151,12
15,1,Kirstie Alley,0.069,12,0.079,7,0.148,19
15,1,Pamela Anderson,0.061,13,0.069,13,0.13,26
15,2,Sabrina Bryan,0.094,1,0.085,9,0.179,10
15,2,Gilles Marini,0.092,2,0.085,8,0.177,10
15,2,Shawn Johnson,0.091,3,0.087,4,0.178,7
15,2,Apolo Anton Ohno,0.089,4,0.085,6,0.174,10
15,2,Melissa Rycroft,0.085,5,0.087,2,0.172,7
15,2,Helio Castroneves,0.083,6,0.078,10,0.161,16
15,2,Drew Lachey,0.082,7,0.078,11,0.16,18
15,2,Emmitt Smith,0.082,7,0.086,5,0.168,12
15,2,Joey Fatone,0.082,7,0.071,12,0.153,19
15,2,Kelly Monaco,0.08,10,0.087,3,0.167,13
15,2,Kirstie Alley,0.076,11,0.085,7,0.161,18
15,2,Bristol Palin,0.065,12,0.088,1,0.153,13
15,3,Kelly Monaco,0.097,1,0.096,2,0.193,3
15,3,Melissa Rycroft,0.097,1,0.096,1,0.193,2
15,3,Shawn Johnson,0.095,3,0.096,3,0.191,6
15,3,Apolo Anton Ohno,0.092,4,0.094,5,0.186,9
15,3,Gilles Marini,0.092,4,0.093,7,0.185,11
15,3,Helio Castroneves,0.092,4,0.078,10,0.17,14
15,3,Sabrina Bryan,0.092,4,0.092,8,0.184,12
15,3,Emmitt Smith,0.09,8,0.094,4,0.184,12
15,3,Drew Lachey,0.086,9,0.078,11,0.164,20
15,3,Kirstie Alley,0.086,9,0.093,6,0.179,15
15,3,Bristol Palin,0.081,11,0.091,9,0.172,20
15,4,Gilles Marini,0.123,1,0.11,7,0.233,8
15,4,Shawn Johnson,0.123,1,0.116,2,0.239,3
15,4,Kelly Monaco,0.117,3,0.116,3,0.233,6
15,4,Melissa Rycroft,0.115,4,0.116,1,0.231,5
15,4,Emmitt Smith,0.112,5,0.111,4,0.223,9
15,4,Sabrina Bryan,0.11,6,0.107,8,0.217,14
15,4,Apolo Anton Ohno,0.107,7,0.111,5,0.218,12
15,4,Bristol Palin,0.1,8,0.101,9,0.201,17
15,4,Kirstie Alley,0.093,9,0.11,6,0.203,15
15,5,Sabrina Bryan,0.132,1,0.115,8,0.247,9
15,5,Apolo Anton Ohno,0.127,2,0.122,5,0.249,7
15,5,Gilles Marini,0.127,2,0.121,7,0.248,9
15,5,Melissa Rycroft,0.127,2,0.133,2,0.26,4
15,5,Shawn Johnson,0.127,2,0.133,1,0.26,3
15,5,Emmitt Smith,0.126,6,0.123,4,0.249,10
15,5,Kirstie Alley,0.118,7,0.121,6,0.239,13
15,5,Kelly Monaco,0.116,8,0.133,3,0.249,11
15,6,Apolo Anton Ohno,0.133,1,0.12,5,0.253,6
15,6,Sabrina Bryan,0.133,1,0.106,8,0.239,9
15,6,Melissa Rycroft,0.131,3,0.14,2,0.271,5
15,6,Shawn Johnson,0.124,4,0.14,1,0.264,5
15,6,Gilles Marini,0.122,5,0.117,6,0.239,11
15,6,Kirstie Alley,0.122,5,0.117,6,0.239,11
15,6,Kelly Monaco,0.119,7,0.14,3,0.259,10
15,6,Emmitt Smith,0.117,8,0.122,4,0.239,12
15,7,Melissa Rycroft,0.161,1,0.166,3,0.327,4
15,7,Shawn Johnson,0.157,2,0.166,1,0.323,3
15,7,Kelly Monaco,0.149,3,0.166,2,0.315,5
15,7,Emmitt Smith,0.143,4,0.13,4,0.273,8
15,7,Gilles Marini,0.138,5,0.122,6,0.26,11
15,7,Apolo Anton Ohno,0.136,6,0.128,5,0.264,11
15,7,Kirstie Alley,0.116,7,0.122,7,0.238,14
15,8,Melissa Rycroft,0.151,1,0.184,3,0.335,4
15,8,Apolo Anton Ohno,0.147,2,0.117,5,0.264,7
15,8,Gilles Marini,0.147,2,0.106,6,0.253,8
15,8,Emmitt Smith,0.146,4,0.118,4,0.264,8
15,8,Kelly Monaco,0.142,5,0.184,2,0.326,7
15,8,Shawn Johnson,0.14,6,0.184,1,0.324,7
15,8,Kirstie Alley,0.128,7,0.106,7,0.234,14
15,9,Shawn Johnson,0.209,1,0.248,2,0.457,3
15,9,Melissa Rycroft,0.204,2,0.248,3,0.452,5
15,9,Apolo Anton Ohno,0.203,3,0.128,5,0.331,8
15,9,Kelly Monaco,0.192,4,0.248,1,0.44,5
15,9,Emmitt Smith,0.191,5,0.129,4,0.32,9
15,10,Melissa Rycroft,0.336,1,0.333,2,0.669,3
15,10,Kelly Monaco,0.333,2,0.333,1,0.666,3
15,10,Shawn Johnson,0.331,3,0.333,3,0.664,6
16,1,Zendaya,0.105,1,0.084,2,0.189,3
16,1,Alexandra Raisman,0.092,2,0.084,4,0.176,6
16,1,Dorothy Hamill,0.092,2,0.079,12,0.171,14
16,1,Kellie Pickler,0.092,2,0.084,3,0.176,5
16,1,Ingo Rademacher,0.087,5,0.084,5,0.171,10
16,1,Jacoby Jones,0.087,5,0.085,1,0.172,6
16,1,Sean Lowe,0.083,7,0.084,6,0.167,13
16,1,Lisa Vanderpump,0.079,8,0.083,10,0.162,18
16,1,Victor Ortiz,0.079,8,0.084,8,0.163,16
16,1,Wynonna Judd,0.079,8,0.081,11,0.16,19
16,1,Andy Dick,0.074,11,0.084,7,0.158,18
16,1,D. L. Hughley,0.052,12,0.083,9,0.135,21
16,2,Kellie Pickler,0.107,1,0.085,3,0.192,4
16,2,Zendaya,0.107,1,0.085,2,0.192,3
16,2,Alexandra Raisman,0.098,3,0.085,4,0.183,7
16,2,Jacoby Jones,0.094,4,0.085,1,0.179,5
16,2,Andy Dick,0.082,5,0.084,7,0.166,12
16,2,Ingo Rademacher,0.082,5,0.085,5,0.167,10
16,2,Sean Lowe,0.082,5,0.084,6,0.166,11
16,2,Lisa Vanderpump,0.074,8,0.082,10,0.156,18
16,2,Victor Ortiz,0.074,8,0.084,8,0.158,16
16,2,Wynonna Judd,0.074,8,0.08,11,0.154,19
16,2,D. L. Hughley,0.066,11,0.083,9,0.149,20
16,2,Dorothy Hamill,0.061,12,0.077,12,0.138,24
16,3,Jacoby Jones,0.111,1,0.093,1,0.204,2
16,3,Zendaya,0.111,1,0.093,2,0.204,3
16,3,Kellie Pickler,0.106,3,0.093,3,0.199,6
16,3,Alexandra Raisman,0.098,4,0.093,4,0.191,8
16,3,Victor Ortiz,0.098,4,0.091,8,0.189,12
16,3,Ingo Rademacher,0.089,6,0.092,5,0.181,11
16,3,Lisa Vanderpump,0.089,6,0.087,10,0.176,16
16,3,Sean Lowe,0.089,6,0.092,6,0.181,12
16,3,Andy Dick,0.077,9,0.091,7,0.168,16
16,3,D. L. Hughley,0.068,10,0.089,9,0.157,19
16,3,Wynonna Judd,0.064,11,0.084,11,0.148,22
16,4,Alexandra Raisman,0.121,1,0.104,4,0.225,5
16,4,Kellie Pickler,0.116,2,0.104,3,0.22,5
16,4,Zendaya,0.116,2,0.104,2,0.22,4
16,4,Jacoby Jones,0.107,4,0.104,1,0.211,5
16,4,Ingo Rademacher,0.103,5,0.101,5,0.204,10
16,4,Andy Dick,0.094,6,0.099,7,0.193,13
16,4,D. L. Hughley,0.094,6,0.095,9,0.189,15
16,4,Sean Lowe,0.089,8,0.1,6,0.189,14
16,4,Lisa Vanderpump,0.08,9,0.091,10,0.171,19
16,4,Victor Ortiz,0.08,9,0.098,8,0.178,17
16,5,Zendaya,0.139,1,0.116,2,0.255,3
16,5,Kellie Pickler,0.129,2,0.116,3,0.245,5
16,5,Jacoby Jones,0.124,3,0.117,1,0.241,4
16,5,Alexandra Raisman,0.12,4,0.116,4,0.236,8
16,5,Sean Lowe,0.115,5,0.11,6,0.225,11
16,5,Ingo Rademacher,0.1,6,0.112,5,0.212,11
16,5,Victor Ortiz,0.1,6,0.105,8,0.205,14
16,5,Andy Dick,0.086,8,0.108,7,0.194,15
16,5,D. L. Hughley,0.086,8,0.1,9,0.186,17
16,6,Kellie Pickler,0.143,1,0.133,2,0.276,3
16,6,Alexandra Raisman,0.138,2,0.132,4,0.27,6
16,6,Zendaya,0.135,3,0.133,3,0.268,6
16,6,Ingo Rademacher,0.122,4,0.123,5,0.245,9
16,6,Sean Lowe,0.122,4,0.12,6,0.242,10
16,6,Jacoby Jones,0.119,6,0.133,1,0.252,7
16,6,Andy Dick,0.114,7,0.116,7,0.23,14
16,6,Victor Ortiz,0.106,8,0.11,8,0.216,16
16,7,Alexandra Raisman,0.174,1,0.152,4,0.326,5
16,7,Zendaya,0.163,2,0.153,3,0.316,5
16,7,Kellie Pickler,0.158,3,0.153,2,0.311,5
16,7,Jacoby Jones,0.147,4,0.154,1,0.301,5
16,7,Ingo Rademacher,0.136,5,0.136,5,0.272,10
16,7,Sean Lowe,0.13,6,0.13,6,0.26,12
16,7,Andy Dick,0.092,7,0.122,7,0.214,14
16,8,Zendaya,0.186,1,0.179,3,0.365,4
16,8,Alexandra Raisman,0.18,2,0.177,4,0.357,6
16,8,Kellie Pickler,0.177,3,0.179,2,0.356,5
16,8,Jacoby Jones,0.167,4,0.18,1,0.347,5
16,8,Ingo Rademacher,0.154,5,0.147,5,0.301,10
16,8,Sean Lowe,0.135,6,0.137,6,0.272,12
16,9,Alexandra Raisman,0.209,1,0.208,4,0.417,5
16,9,Jacoby Jones,0.209,1,0.214,1,0.423,2
16,9,Kellie Pickler,0.206,3,0.211,2,0.417,5
16,9,Zendaya,0.195,4,0.211,3,0.406,7
16,9,Ingo Rademacher,0.181,5,0.156,5,0.337,10
16,10,Kellie Pickler,0.256,1,0.25,2,0.506,3
16,10,Zendaya,0.256,1,0.25,3,0.506,4
16,10,Alexandra Raisman,0.248,3,0.246,4,0.494,7
16,10,Jacoby Jones,0.239,4,0.255,1,0.494,5
17,1,Amber Riley,0.105,1,0.084,5,0.189,6
17,1,Corbin Bleu,0.094,2,0.084,4,0.178,6
17,1,Elizabeth Berkley Lauren,0.094,2,0.084,6,0.178,8
17,1,Jack Osbourne,0.09,4,0.084,3,0.174,7
17,1,"Nicole ""Snooki"" Polizzi",0.09,4,0.084,8,0.174,12
17,1,Brant Daugherty,0.086,6,0.084,7,0.17,13
17,1,Christina Milian,0.086,6,0.083,9,0.169,15
17,1,Leah Remini,0.082,8,0.085,1,0.167,9
17,1,Valerie Harper,0.082,8,0.083,10,0.165,18
17,1,Bill Engvall,0.07,10,0.084,2,0.154,12
17,1,Keyshawn Johnson,0.066,11,0.079,12,0.145,23
17,1,Bill Nye,0.055,12,0.082,11,0.137,23
17,2,Corbin Bleu,0.098,1,0.085,4,0.183,5
17,2,Christina Milian,0.094,2,0.082,9,0.176,11
17,2,Elizabeth Berkley Lauren,0.094,2,0.085,6,0.179,8
17,2,Amber Riley,0.09,4,0.085,5,0.175,9
17,2,Jack Osbourne,0.09,4,0.085,3,0.175,7
17,2,Leah Remini,0.09,4,0.085,1,0.175,5
17,2,Brant Daugherty,0.086,7,0.084,7,0.17,14
17,2,Bill Engvall,0.079,8,0.085,2,0.164,10
17,2,"Nicole ""Snooki"" Polizzi",0.075,9,0.084,8,0.159,17
17,2,Valerie Harper,0.071,10,0.082,10,0.153,20
17,2,Keyshawn Johnson,0.068,11,0.077,12,0.145,23
17,2,Bill Nye,0.064,12,0.081,11,0.145,23
17,3,Brant Daugherty,0.106,1,0.092,7,0.198,8
17,3,Christina Milian,0.102,2,0.088,9,0.19,11
17,3,Corbin Bleu,0.102,2,0.093,4,0.195,6
17,3,Elizabeth Berkley Lauren,0.098,4,0.092,6,0.19,10
17,3,"Nicole ""Snooki"" Polizzi",0.098,4,0.091,8,0.189,12
17,3,Amber Riley,0.094,6,0.093,5,0.187,11
17,3,Bill Engvall,0.094,6,0.093,2,0.187,8
17,3,Leah Remini,0.094,6,0.094,1,0.188,7
17,3,Jack Osbourne,0.086,9,0.093,3,0.179,12
17,3,Bill Nye,0.063,10,0.084,11,0.147,21
17,3,Valerie Harper,0.063,10,0.087,10,0.15,20
17,4,Amber Riley,0.114,1,0.103,4,0.217,5
17,4,Corbin Bleu,0.114,1,0.103,3,0.217,4
17,4,Elizabeth Berkley Lauren,0.114,1,0.101,6,0.215,7
17,4,Christina Milian,0.101,4,0.092,9,0.193,13
17,4,Jack Osbourne,0.101,4,0.103,5,0.204,9
17,4,Leah Remini,0.101,4,0.104,1,0.205,5
17,4,"Nicole ""Snooki"" Polizzi",0.101,4,0.1,8,0.201,12
17,4,Bill Engvall,0.089,8,0.103,2,0.192,10
17,4,Brant Daugherty,0.089,8,0.1,7,0.189,15
17,4,Valerie Harper,0.076,10,0.091,10,0.167,20
17,5,Christina Milian,0.119,1,0.093,9,0.212,10
17,5,Corbin Bleu,0.119,1,0.115,4,0.234,5
17,5,Brant Daugherty,0.115,3,0.11,7,0.225,10
17,5,Jack Osbourne,0.115,3,0.115,5,0.23,8
17,5,"Nicole ""Snooki"" Polizzi",0.115,3,0.109,8,0.224,11
17,5,Amber Riley,0.111,6,0.115,3,0.226,9
17,5,Elizabeth Berkley Lauren,0.111,6,0.112,6,0.223,12
17,5,Bill Engvall,0.102,8,0.115,2,0.217,10
17,5,Leah Remini,0.094,9,0.118,1,0.212,10
17,6,Amber Riley,0.139,1,0.129,2,0.268,3
17,6,Elizabeth Berkley Lauren,0.139,2,0.122,6,0.261,8
17,6,Brant Daugherty,0.134,3,0.119,7,0.253,10
17,6,"Nicole ""Snooki"" Polizzi",0.13,4,0.116,8,0.246,12
17,6,Leah Remini,0.121,5,0.127,5,0.248,10
17,6,Corbin Bleu,0.117,6,0.129,3,0.246,9
17,6,Jack Osbourne,0.117,7,0.129,4,0.246,11
17,6,Bill Engvall,0.104,8,0.129,1,0.233,9
17,7,Amber Riley,0.133,1,0.132,2,0.265,3
17,7,Corbin Bleu,0.133,1,0.132,4,0.265,5
17,7,Brant Daugherty,0.129,3,0.115,7,0.244,10
17,7,Jack Osbourne,0.129,3,0.132,3,0.261,6
17,7,Elizabeth Berkley Lauren,0.122,5,0.121,6,0.243,11
17,7,"Nicole ""Snooki"" Polizzi",0.122,5,0.109,8,0.231,13
17,7,Leah Remini,0.12,7,0.125,5,0.245,12
17,7,Bill Engvall,0.113,8,0.133,1,0.246,9
17,8,Corbin Bleu,0.156,1,0.153,4,0.309,5
17,8,Jack Osbourne,0.156,1,0.153,2,0.309,3
17,8,Amber Riley,0.146,3,0.153,3,0.299,6
17,8,Leah Remini,0.146,3,0.137,5,0.283,8
17,8,Brant Daugherty,0.141,5,0.12,7,0.261,12
17,8,Elizabeth Berkley Lauren,0.13,6,0.131,6,0.261,12
17,8,Bill Engvall,0.125,7,0.154,1,0.279,8
17,9,Corbin Bleu,0.184,1,0.179,4,0.363,5
17,9,Elizabeth Berkley Lauren,0.178,2,0.136,6,0.314,8
17,9,Jack Osbourne,0.171,3,0.179,2,0.35,5
17,9,Leah Remini,0.171,3,0.148,5,0.319,8
17,9,Amber Riley,0.162,5,0.179,3,0.341,8
17,9,Bill Engvall,0.133,6,0.181,1,0.314,7
17,10,Amber Riley,0.226,1,0.211,3,0.437,4
17,10,Corbin Bleu,0.214,2,0.211,4,0.425,6
17,10,Jack Osbourne,0.203,3,0.211,2,0.414,5
17,10,Leah Remini,0.186,4,0.156,5,0.342,9
17,10,Bill Engvall,0.171,5,0.212,1,0.383,6
17,11,Amber Riley,0.274,1,0.25,3,0.524,4
17,11,Corbin Bleu,0.259,2,0.25,4,0.509,6
17,11,Jack Osbourne,0.245,3,0.25,2,0.495,5
17,11,Bill Engvall,0.223,4,0.251,1,0.474,5
18,1,Charlie White,0.103,1,0.086,5,0.189,6
18,1,Candace Cameron Bure,0.095,2,0.087,1,0.182,3
18,1,Amy Purdy,0.092,3,0.087,3,0.179,6
18,1,Danica McKellar,0.092,3,0.086,7,0.178,10
18,1,Meryl Davis,0.092,3,0.087,2,0.179,5
18,1,Cody Simpson,0.084,6,0.085,9,0.169,15
18,1,Drew Carey,0.08,7,0.086,6,0.166,13
18,1,James Maslow,0.08,7,0.087,4,0.167,11
18,1,NeNe Leakes,0.08,7,0.086,8,0.166,15
18,1,Sean Avery,0.076,10,0.075,11,0.151,21
18,1,Diana Nyad,0.069,11,0.068,12,0.137,23
18,1,Billy Dee Williams,0.057,12,0.08,10,0.137,22
18,2,Charlie White,0.102,1,0.094,5,0.196,6
18,2,James Maslow,0.102,1,0.095,4,0.197,5
18,2,Meryl Davis,0.102,1,0.095,2,0.197,3
18,2,Amy Purdy,0.098,4,0.095,3,0.193,7
18,2,Danica McKellar,0.098,4,0.094,7,0.192,11
18,2,Cody Simpson,0.09,6,0.091,9,0.181,15
18,2,Candace Cameron Bure,0.086,7,0.095,1,0.181,8
18,2,Drew Carey,0.086,7,0.094,6,0.18,13
18,2,NeNe Leakes,0.086,7,0.093,8,0.179,15
18,2,Sean Avery,0.086,7,0.076,11,0.162,18
18,2,Billy Dee Williams,0.061,11,0.079,10,0.14,21
18,3,Meryl Davis,0.125,1,0.113,2,0.238,3
18,3,Amy Purdy,0.116,2,0.113,3,0.229,5
18,3,Charlie White,0.116,2,0.111,5,0.227,7
18,3,Danica McKellar,0.116,2,0.111,7,0.227,9
18,3,James Maslow,0.116,2,0.112,4,0.228,6
18,3,Cody Simpson,0.113,6,0.106,9,0.219,15
18,3,Candace Cameron Bure,0.103,7,0.113,1,0.216,8
18,3,NeNe Leakes,0.1,8,0.11,8,0.21,16
18,3,Drew Carey,0.096,9,0.111,6,0.207,15
18,4,Meryl Davis,0.131,1,0.114,2,0.245,3
18,4,James Maslow,0.118,2,0.114,4,0.232,6
18,4,Amy Purdy,0.114,3,0.114,3,0.228,6
18,4,Charlie White,0.111,4,0.111,5,0.222,9
18,4,Drew Carey,0.111,4,0.111,6,0.222,10
18,4,Danica McKellar,0.108,6,0.111,7,0.219,13
18,4,NeNe Leakes,0.108,6,0.11,8,0.218,14
18,4,Cody Simpson,0.104,8,0.101,9,0.205,17
18,4,Candace Cameron Bure,0.094,9,0.114,1,0.208,10
18,5,James Maslow,0.124,1,0.116,4,0.24,5
18,5,Danica McKellar,0.121,2,0.11,7,0.231,9
18,5,Amy Purdy,0.115,3,0.117,3,0.232,6
18,5,Charlie White,0.115,3,0.112,5,0.227,8
18,5,Meryl Davis,0.112,5,0.117,2,0.229,7
18,5,NeNe Leakes,0.112,5,0.108,8,0.22,13
18,5,Candace Cameron Bure,0.109,7,0.117,1,0.226,8
18,5,Cody Simpson,0.106,8,0.092,9,0.198,17
18,5,Drew Carey,0.087,9,0.111,6,0.198,15
18,6,Meryl Davis,0.142,1,0.132,2,0.274,3
18,6,Amy Purdy,0.135,2,0.132,3,0.267,5
18,6,Charlie White,0.128,3,0.123,5,0.251,8
18,6,Danica McKellar,0.128,3,0.12,6,0.248,9
18,6,James Maslow,0.124,5,0.131,4,0.255,9
18,6,NeNe Leakes,0.117,6,0.116,7,0.233,13
18,6,Candace Cameron Bure,0.113,7,0.133,1,0.246,8
18,6,Drew Carey,0.113,7,0.113,8,0.226,15
18,7,Meryl Davis,0.154,1,0.153,2,0.307,3
18,7,Amy Purdy,0.148,2,0.153,3,0.301,5
18,7,Candace Cameron Bure,0.146,3,0.156,1,0.302,4
18,7,Danica McKellar,0.142,4,0.13,6,0.272,10
18,7,Charlie White,0.14,5,0.136,5,0.276,10
18,7,James Maslow,0.138,6,0.151,4,0.289,10
18,7,NeNe Leakes,0.13,7,0.122,7,0.252,14
18,8,Amy Purdy,0.177,1,0.179,2,0.356,3
18,8,Charlie White,0.177,1,0.147,5,0.324,6
18,8,Danica McKellar,0.168,3,0.137,6,0.305,9
18,8,Candace Cameron Bure,0.159,4,0.183,1,0.342,5
18,8,James Maslow,0.159,4,0.174,4,0.333,8
18,8,Meryl Davis,0.159,4,0.179,3,0.338,7
18,9,Meryl Davis,0.209,1,0.211,3,0.42,4
18,9,Amy Purdy,0.204,2,0.211,2,0.415,4
18,9,Charlie White,0.199,3,0.156,5,0.355,8
18,9,James Maslow,0.199,3,0.203,4,0.402,7
18,9,Candace Cameron Bure,0.188,5,0.219,1,0.407,6
18,10,Meryl Davis,0.262,1,0.25,3,0.512,4
18,10,Amy Purdy,0.259,2,0.25,2,0.509,4
18,10,James Maslow,0.253,3,0.237,4,0.49,7
18,10,Candace Cameron Bure,0.227,4,0.263,1,0.49,5
19,1,Alfonso Ribeiro,0.097,1,0.079,4,0.176,5
19,1,Sadie Robertson,0.091,2,0.079,5,0.17,7
19,1,Bethany Mota,0.086,3,0.079,2,0.165,5
19,1,Lea Thompson,0.086,3,0.078,8,0.164,11
19,1,Randy Couture,0.083,5,0.076,11,0.159,16
19,1,Jonathan Bennett,0.081,6,0.078,7,0.159,13
19,1,Janel Parrish,0.078,7,0.079,3,0.157,10
19,1,Tavis Smiley,0.078,7,0.073,12,0.151,19
19,1,Tommy Chong,0.073,9,0.078,6,0.151,15
19,1,Antonio Sabato Jr.,0.067,10,0.078,9,0.145,19
19,1,Michael Waltrip,0.067,10,0.079,1,0.146,11
19,1,Lolo Jones,0.059,12,0.069,13,0.128,25
19,1,Betsey Johnson,0.054,13,0.076,10,0.13,23
19,2,Lea Thompson,0.097,1,0.084,9,0.181,10
19,2,Janel Parrish,0.094,2,0.085,3,0.179,5
19,2,Bethany Mota,0.091,3,0.085,2,0.176,5
19,2,Alfonso Ribeiro,0.088,4,0.085,4,0.173,8
19,2,Antonio Sabato Jr.,0.086,5,0.084,8,0.17,13
19,2,Sadie Robertson,0.086,5,0.085,5,0.171,10
19,2,Jonathan Bennett,0.083,7,0.085,7,0.168,14
19,2,Betsey Johnson,0.077,8,0.081,10,0.158,18
